회사명0,거래소코드1,회계연도2,[공통]   당기순손익(요약)(IFRS)3,[공통]   *영업에서 창출된 현금흐름(요약)(IFRS)4,[공통]총자본순이익률(IFRS)5,[공통]부채비율(IFRS)6,PCR(최고)(IFRS)7,[공통]   보통주(IFRS)8,[공통]   우선주(IFRS)9,[공통]매출액증가율(IFRS)10,[공통]순이익증가율(IFRS),[공통]총자본회전률(IFRS),종가
(주)동양에스텍,60380,Dec-19,1950,7561,1.69,125.81,6.33,10000000,0,-0.35,0,1.38,2950
(주)동양에스텍,60380,Dec-20,5286,9846,4.91,77.92,3.48,10000000,0,-14.47,171.08,1.27,3070
(주)동양에스텍,60380,Dec-21,18083,-8402,15.34,88.48,0,19700000,0,46.9,242.09,1.7,3490
(주)동우팜투테이블,88910,Dec-11,9239,16412,7.21,24.1,11.6,22860000,0,7.95,-54.77,1.71,3455
(주)동우팜투테이블,88910,Dec-12,2388,3912,1.68,36.32,21.72,22860000,0,-2.02,-74.15,1.51,3015
(주)동우팜투테이블,88910,Dec-13,10480,10912,6.94,25.38,8.69,22860000,0,17.48,338.89,1.67,3940
(주)동우팜투테이블,88910,Dec-14,1663,1767,1.07,28.43,0,22860000,0,-12.68,-84.13,1.42,4020
(주)동우팜투테이블,88910,Dec-15,8315,4391,5.18,23.84,43.73,22860000,0,9.04,400.08,1.49,4295
(주)동우팜투테이블,88910,Dec-16,12949,13291,7.7,20.62,9.08,22961040,0,-1.63,55.72,1.4,4295
(주)동우팜투테이블,88910,Dec-17,17507,25100,9.36,16.99,5.72,25831764,0,-2.08,35.2,1.23,4075
(주)동우팜투테이블,88910,Dec-18,18123,21716,8.61,16.92,6.04,25831764,0,8.37,3.52,1.19,3745
(주)동우팜투테이블,88910,Dec-19,2594,9614,1.17,17.37,20.06,25831764,0,8.16,-85.69,1.22,3570
(주)동우팜투테이블,88910,Dec-20,-2807,-5414,-1.18,35.95,0,25831764,0,2.06,0,1.16,3335
(주)동우팜투테이블,88910,Dec-21,-12188,11077,-4.72,49.15,8.67,25831764,0,7.04,0,1.15,3080
(주)동운아나텍,94170,Dec-11,1264,5422,6.36,172.58,0,4840666,0,0,0,1.27,
(주)동운아나텍,94170,Dec-12,1448,435,6.27,210.75,0,4840666,0,20.21,14.58,1.32,
(주)동운아나텍,94170,Dec-13,5262,8971,20.06,73.22,0,5062000,0,52.84,263.41,1.77,
(주)동운아나텍,94170,Dec-14,5747,4169,19.45,63.02,0,5062000,0,-4.42,9.22,1.5,
(주)동운아나텍,94170,Dec-15,8027,9318,21.02,22.82,9.12,5991000,0,27.94,39.66,1.49,10700
(주)동운아나텍,94170,Dec-16,1332,62,3.09,30.51,0,5991000,0,-3.87,-83.41,1.27,11250
(주)동운아나텍,94170,Dec-17,-3123,462,-7.29,61.74,321.67,5991000,0,0.58,0,1.28,16150
(주)동운아나텍,94170,Dec-18,-7871,-3980,-18.61,101.85,0,12482843,872599,-15.08,0,1.1,5670
(주)동운아나텍,94170,Dec-19,6605,-7131,13.8,118.58,0,15100900,0,17.27,0,1.14,7500
(주)동운아나텍,94170,Dec-20,795,-8984,1.28,135.04,0,15758872,0,29.13,-87.96,1.14,12400
(주)동운아나텍,94170,Dec-21,-14871,-9159,-22.29,209.57,0,17577506,0,-28.36,0,0.76,8790
(주)동원개발,13120,Dec-11,17796,31190,5.54,55.38,3.08,9080810,0,102.83,129.37,0.67,6980
(주)동원개발,13120,Dec-12,34495,5204,9.25,73.23,0,9080810,0,77.87,93.84,1.03,11700
(주)동원개발,13120,Dec-13,32847,12759,8.14,42.23,0,9080810,0,-17.3,-4.78,0.79,15400
(주)동원개발,13120,Dec-14,59015,98168,14.38,32.17,3.6,9080810,0,6.86,79.66,0.83,30100
(주)동원개발,13120,Dec-15,90155,50287,18.41,32.05,22.11,90808100,0,51.42,52.77,1.05,3855
(주)동원개발,13120,Dec-16,97982,85442,16.33,29.7,8.36,90808100,0,3.77,8.68,0.89,4260
(주)동원개발,13120,Dec-17,100618,183792,14.82,18.3,3.87,90808100,0,5.36,2.69,0.83,4980
(주)동원개발,13120,Dec-18,121942,144779,15.42,24.8,4.54,90808100,0,7.97,21.19,0.77,4000
(주)동원개발,13120,Dec-19,84697,165322,9.37,20.57,3.98,90808100,0,5.71,-30.54,0.71,4085
(주)동원개발,13120,Dec-20,144428,21961,14.48,18.23,72.85,90808100,0,-1.87,70.52,0.63,5060
(주)동원개발,13120,Dec-21,72672,-36952,6.34,28.19,0,90808100,0,-33.81,-49.68,0.36,5340
(주)동원에프앤비,49770,Dec-11,34958,-3708,5.38,83.94,0,3859124,0,9.49,17.75,1.69,71600
(주)동원에프앤비,49770,Dec-12,18552,36242,2.57,97,10.53,3859124,0,8.38,-46.93,1.65,74000
(주)동원에프앤비,49770,Dec-13,25960,81057,3.54,76.44,7.36,3859124,0,4.65,39.93,1.7,132000
(주)동원에프앤비,49770,Dec-14,43800,87267,5.96,69.32,18.54,3859124,0,7.35,68.72,1.82,291500
(주)동원에프앤비,49770,Dec-15,39487,68227,5.07,67.78,43.46,3859124,0,2.75,-9.85,1.76,393000
(주)동원에프앤비,49770,Dec-16,33287,104024,3.97,76.96,17.81,3859124,0,6.55,-15.7,1.75,198000
(주)동원에프앤비,49770,Dec-17,32055,20053,3.31,102.46,87.13,3859124,0,7.11,-3.7,1.62,234000
(주)동원에프앤비,49770,Dec-18,41006,58093,3.93,88.23,27.07,3859124,0,4.04,27.92,1.57,287500
(주)동원에프앤비,49770,Dec-19,44076,91310,4.03,101.24,15.07,3859124,0,4.7,7.49,1.56,226000
(주)동원에프앤비,49770,Dec-20,52826,124288,4.41,101.04,8.74,3859124,0,4.21,19.85,1.49,179000
(주)동원에프앤비,49770,Dec-21,60829,118263,4.74,101.01,9.46,3859124,0,-0.59,15.15,1.38,194500
(주)동일기연,32960,Dec-11,7676,15055,10.41,29,9.31,8333821,0,-12.84,-51.04,0.62,13400
(주)동일기연,32960,Dec-12,6842,8344,11.47,14.44,19.9,5010706,0,-22.16,-10.87,0.59,9740
(주)동일기연,32960,Dec-13,5710,7971,9.08,12.01,8.47,5196850,0,-9.65,-16.54,0.51,10200
(주)동일기연,32960,Dec-14,4520,8676,6.74,9.5,9.5,5392289,0,3.35,-20.84,0.49,10250
(주)동일기연,32960,Dec-15,4604,3339,6.95,12.57,30.67,5597489,0,-13.92,1.84,0.43,14200
(주)동일기연,32960,Dec-16,5775,6334,8.84,9.51,17.69,5776374,0,-0.79,25.44,0.43,13150
(주)동일기연,32960,Dec-17,4770,1346,6.93,9.16,44.57,5960348,0,21.11,-17.4,0.5,13550
(주)동일기연,32960,Dec-18,-424,1729,-0.65,7.81,44.98,6149683,0,-22.79,0,0.4,12900
(주)동일기연,32960,Dec-19,1934,5208,3.29,9.56,18.45,3284246,0,9.27,0,0.49,12400
(주)동일기연,32960,Dec-20,1092,5424,1.92,6.62,7.56,3407309,0,-14.41,-43.55,0.44,12350
(주)동일기연,32960,Dec-21,9912,2573,16.06,6.33,28.47,3503285,0,4.21,807.84,0.42,14650
(주)동진쎄미켐,5290,Dec-11,-5559,12840,-1.24,225.64,254.33,42038524,0,7.97,0,0.98,3670
(주)동진쎄미켐,5290,Dec-12,13093,38957,2.67,238.19,8.3,42038524,0,19.51,0,1.08,4350
(주)동진쎄미켐,5290,Dec-13,17100,35953,3.26,213.24,11.88,42038524,0,4.63,30.6,1.05,3905
(주)동진쎄미켐,5290,Dec-14,10167,36147,1.84,287.14,9.49,42038524,0,1.21,-40.54,1.01,3620
(주)동진쎄미켐,5290,Dec-15,12489,69980,2.2,241.79,6.54,46758046,0,5.19,22.84,1.04,5700
(주)동진쎄미켐,5290,Dec-16,18612,87854,3.3,204.95,8.08,47432263,0,9.39,49.03,1.14,10100
(주)동진쎄미켐,5290,Dec-17,37822,97043,6.67,120.07,16.08,51414494,0,-1.75,103.22,1.11,22100
(주)동진쎄미켐,5290,Dec-18,39569,49532,6.52,124.15,30.94,51414494,0,0.14,4.62,1.04,7310
(주)동진쎄미켐,5290,Dec-19,44753,117322,6.64,114.97,11.73,51414494,0,3.24,13.1,0.97,16750
(주)동진쎄미켐,5290,Dec-20,64221,127830,8.61,105.81,20.68,51414494,0,4.19,43.5,0.91,36500
(주)동진쎄미켐,5290,Dec-21,78378,88164,9.19,101.22,49.32,51414494,0,16.73,22.04,0.93,51000
(주)두산,150,Dec-11,155323,149110,4.95,61.46,28.75,25089211,5769814,37.29,15.57,0.62,143000
(주)두산,150,Dec-12,80923,219661,2.58,61.08,23.63,20858821,5396759,-4.61,-47.9,0.59,129000
(주)두산,150,Dec-13,149688,175683,4.69,67.27,17.26,20882071,5396759,-10.27,84.98,0.52,139500
(주)두산,150,Dec-14,186399,128282,5.48,66.29,15.02,21270888,5396759,20.78,24.53,0.59,103500
(주)두산,150,Dec-15,123324,164736,3.53,64.9,18.76,21270888,5396759,-6.1,-33.84,0.54,88500
(주)두산,150,Dec-16,153802,57977,4.26,77.26,19.3,20206888,5396759,10.33,24.71,0.57,105000
(주)두산,150,Dec-17,205100,150308,5.33,79.57,18.77,19198003,5396759,26.98,33.35,0.68,113000
(주)두산,150,Dec-18,158613,98061,3.65,105.34,45.14,18238102,5396759,11.22,-22.67,0.67,111500
(주)두산,150,Dec-19,633804,212073,13.36,121.59,20.24,16523835,4889500,-29.41,299.59,0.43,70300
(주)두산,150,Dec-20,180220,-171920,3.55,104.04,0,16523835,4889500,-24.82,-71.57,0.3,52400
(주)두산,150,Dec-21,410822,54503,7.66,74.25,0,16523835,4889500,-37.56,127.96,0.18,118000
(주)두산테스나,131970,Dec-11,7404,23087,10.89,139.54,0,6126448,0,58.65,51.23,0.71,
(주)두산테스나,131970,Dec-12,7942,29575,8.89,161.57,0,6126448,0,15.04,7.27,0.62,
(주)두산테스나,131970,Dec-13,10910,40004,10.2,89.88,2.63,6850000,0,22.73,37.37,0.63,9580
(주)두산테스나,131970,Dec-14,4693,25146,4.46,58.49,5.85,6850000,0,-29.46,-56.99,0.45,18700
(주)두산테스나,131970,Dec-15,-4190,14266,-4.59,42.9,14.09,6850000,0,-29.29,0,0.37,9850
(주)두산테스나,131970,Dec-16,740,13449,0.92,33.78,7.78,6850000,0,-10.47,0,0.38,14500
(주)두산테스나,131970,Dec-17,8992,21922,10.31,43.62,7.09,6850000,0,55.84,1115.38,0.54,14100
(주)두산테스나,131970,Dec-18,16232,32720,15.62,37.04,6.75,6850000,0,38.31,80.5,0.63,19400
(주)두산테스나,131970,Dec-19,21415,44916,9.43,109.82,8.85,6850000,1160336,48.36,31.93,0.43,51000
(주)두산테스나,131970,Dec-20,37227,74369,9.32,103.78,12.34,14759577,2320672,36.86,73.84,0.33,56200
(주)두산테스나,131970,Dec-21,47166,139601,9.53,103.31,7.6,14759577,2320672,56.65,26.7,0.42,49950
(주)두올,16740,Dec-11,,,,,,,,,,,
(주)두올,16740,Dec-12,,,,,,,,,,,
(주)두올,16740,Dec-13,,,,,,,,,,,
(주)두올,16740,Dec-14,9193,10565,5.74,261.35,0,55877862,20702070,0,0,1.11,
(주)두올,16740,Dec-15,20682,-526,11.99,108.74,0,55877862,20702070,11.51,124.98,1.15,
(주)두올,16740,Dec-16,13295,2452,7.16,52.45,16.19,17755500,480486,-12.62,-35.72,0.93,4625
(주)두올,16740,Dec-17,14073,18035,6.72,53.13,5.93,18235986,4000000,7.06,5.85,0.88,6040
(주)두올,16740,Dec-18,8880,19464,3.93,54.96,11.27,27066680,6000000,13.41,-36.9,0.93,2860
(주)두올,16740,Dec-19,11257,8269,5.03,52.53,11.62,27066680,6000000,-2.31,26.78,0.91,3140
(주)두올,16740,Dec-20,5287,15760,2.15,74.39,9.73,27066680,6000000,15.74,-53.03,0.96,3375
(주)두올,16740,Dec-21,12390,11444,4.66,66.25,14.72,33066680,0,-4.51,134.34,0.85,4315
(주)듀오백,73190,Dec-11,2849,2648,5.43,9.59,10.73,5984020,0,2.73,-8.8,0.78,3705
(주)듀오백,73190,Dec-12,716,700,1.38,6.73,45.91,5984020,0,-11.72,-74.88,0.69,4005
(주)듀오백,73190,Dec-13,12,-81,0.02,10.11,0,5984020,0,3.5,-98.37,0.73,3435
(주)듀오백,73190,Dec-14,-5350,-309,-10.94,9.73,0,5984020,0,4.29,0,0.8,3350
(주)듀오백,73190,Dec-15,-3535,-2014,-7.87,14.82,0,11968040,0,-12.34,0,0.76,2630
(주)듀오백,73190,Dec-16,-6233,-4539,-15.27,17.1,0,11968040,0,-6.28,0,0.78,2335
(주)듀오백,73190,Dec-17,1144,-994,2.98,15.24,0,11968040,0,19.76,0,1,2080
(주)듀오백,73190,Dec-18,-3021,-1151,-8.35,10.49,0,11968040,0,-25.63,0,0.79,2215
(주)듀오백,73190,Dec-19,-3011,-583,-9.25,15.51,0,11968040,0,0.39,0,0.88,2475
(주)듀오백,73190,Dec-20,783,4291,2.38,22.88,11.04,11968040,0,51.11,0,1.31,3995
(주)듀오백,73190,Dec-21,-4154,-3547,-13.22,17.74,0,11968040,0,-11.41,0,1.22,2830
(주)드래곤플라이,30350,Dec-11,10120,11930,9.28,40.53,38.72,13993178,0,2.38,26.24,0.33,17500
(주)드래곤플라이,30350,Dec-12,-6357,12836,-5.17,71.23,37.16,14078923,0,-7.81,0,0.27,13700
(주)드래곤플라이,30350,Dec-13,-39059,9339,-35.69,163.84,31.45,14078923,0,-31.33,0,0.21,5480
(주)드래곤플라이,30350,Dec-14,-9238,4909,-10.88,163.2,83.75,14078923,0,-14.85,0,0.23,7490
(주)드래곤플라이,30350,Dec-15,-9835,2558,-13.87,173.18,104.45,14078923,0,-15.77,0,0.23,5530
(주)드래곤플라이,30350,Dec-16,-316,2661,-0.48,112.31,118.02,14762103,0,-33.78,0,0.17,7300
(주)드래곤플라이,30350,Dec-17,-9731,-4063,-16.54,133.84,0,14847079,0,-30.84,0,0.13,4365
(주)드래곤플라이,30350,Dec-18,-8688,-7456,-24.75,9.9,0,16008491,0,-15.76,0,0.18,3485
(주)드래곤플라이,30350,Dec-19,-5569,-1527,-31.89,19.71,0,16008491,0,-4.59,0,0.35,2930
(주)드래곤플라이,30350,Dec-20,-8350,935,-46.84,189.38,74.38,17107393,2564103,-31.44,0,0.23,2550
(주)드래곤플라이,30350,Dec-21,-16828,-4083,-41.08,25.72,0,36378495,0,-14.34,0,0.09,3680
(주)드림시큐리티,203650,Dec-14,2,-28,,,,5500000,0,,,,2010
(주)드림시큐리티,203650,Dec-15,56,-66,0.47,13.27,219.01,5500000,0,0,0,0,2015
(주)드림시큐리티,203650,Dec-16,-12,-136,-0.1,13.51,571.89,5500000,0,0,0,0,2040
(주)드림시큐리티,203650,Dec-17,-2226,-1567,-10.19,15.34,0,34829754,0,0,0,0.94,3550
(주)드림시큐리티,203650,Dec-18,2738,2955,11.77,8.45,123.44,35805754,0,21.28,0,1.07,3310
(주)드림시큐리티,203650,Dec-19,1722,3316,3.37,24.36,64.89,50605754,0,-9.36,-37.12,0.44,2735
(주)드림시큐리티,203650,Dec-20,2285,1958,2.91,24.25,139.22,50605754,0,9.99,32.73,0.32,3930
(주)드림시큐리티,203650,Dec-21,3962,5491,3.62,85.82,44.16,50605754,0,12.64,73.36,0.26,4285
(주)드림씨아이에스,223250,Dec-11,,,,,,,,,,,
(주)드림씨아이에스,223250,Dec-12,,,,,,,,,,,
(주)드림씨아이에스,223250,Dec-13,,,,,,,,,,,
(주)드림씨아이에스,223250,Dec-14,661,-3560,4.26,52.4,0,100593,0,0,0,1.18,
(주)드림씨아이에스,223250,Dec-15,-784,-1079,-5.13,71.47,0,100593,0,-4.48,0,1.15,
(주)드림씨아이에스,223250,Dec-16,-4845,-2881,-33.17,258.97,0,100593,0,-11.6,0,1.06,
(주)드림씨아이에스,223250,Dec-17,-1120,1669,-8.09,380.09,0,100593,0,3.07,0,1.15,
(주)드림씨아이에스,223250,Dec-18,3417,4835,21.89,171.88,0,1005930,0,20.32,0,1.23,
(주)드림씨아이에스,223250,Dec-19,4151,4514,19.44,132.78,0,4023720,0,15.15,21.46,1.04,
(주)드림씨아이에스,223250,Dec-20,4882,4758,13.26,33.26,51.21,5565870,0,6.24,17.61,0.64,19450
(주)드림씨아이에스,223250,Dec-21,3199,6048,6.08,49.13,20.32,5659054,0,11.34,-34.48,0.5,12950
(주)드림어스컴퍼니,60570,Dec-11,-38307,-6627,-34.61,82.81,0,25835579,0,-14.7,0,0.83,1900
(주)드림어스컴퍼니,60570,Dec-12,-18434,-7539,-25.2,99.72,0,25835579,0,-0.16,0,1.25,2385
(주)드림어스컴퍼니,60570,Dec-13,-4598,4365,-10.66,76.65,19.63,25835579,0,-40.62,0,1.26,1475
(주)드림어스컴퍼니,60570,Dec-14,2000,-7531,3.94,32.52,0,31045496,0,-17.58,0,0.88,6370
(주)드림어스컴퍼니,60570,Dec-15,1630,-6666,2.5,29.65,0,31096196,0,21.66,-18.51,0.83,5400
(주)드림어스컴퍼니,60570,Dec-16,-9966,3952,-16.68,33.16,44.29,31096196,0,-8.6,0,0.83,5400
(주)드림어스컴퍼니,60570,Dec-17,-12767,-7769,-13.72,12.06,0,47548592,0,22.87,0,0.66,5580
(주)드림어스컴퍼니,60570,Dec-18,-22011,14326,-13.25,20.81,36.83,55558279,0,76.45,0,0.65,6760
(주)드림어스컴퍼니,60570,Dec-19,-48581,-2693,-26.66,43.47,0,56859847,0,61.9,0,0.96,5970
(주)드림어스컴퍼니,60570,Dec-20,-18548,15365,-11.03,77.99,30,56859847,0,27.22,0,1.32,5280
(주)드림어스컴퍼니,60570,Dec-21,-15900,2664,-7.48,213.7,143.36,56859847,13135673,8.03,0,1.13,5880
(주)드림텍,192650,Dec-11,19370,22669,19.54,113.9,0,200000,0,33.03,143.37,3.11,
(주)드림텍,192650,Dec-12,28033,32295,21.3,89.9,0,207000,0,18.98,44.72,2.79,
(주)드림텍,192650,Dec-13,0,37829,27.86,84.18,0,500940,0,82.27,74.63,3.81,
(주)드림텍,192650,Dec-14,0,19378,9.45,71.9,0,5009400,0,-40.25,-63.63,2.12,
(주)드림텍,192650,Dec-15,0,2974,2.16,149.56,0,5009400,0,-19.77,-76.06,1.63,
(주)드림텍,192650,Dec-16,0,15413,0.39,158.18,0,5009400,0,44.87,-79.5,2.08,
(주)드림텍,192650,Dec-17,0,16566,4.31,117.67,0,5030560,0,13.52,999.42,2.37,
(주)드림텍,192650,Dec-18,0,66917,5.88,78.85,0,25152800,0,-17.82,26.18,2.1,
(주)드림텍,192650,Dec-19,0,16054,4.2,51.34,138.28,61065117,0,-5.58,-21.47,1.81,6770
(주)드림텍,192650,Dec-20,0,-11344,1.86,37.34,0,65862985,0,-1.95,-47.38,1.49,11700
(주)드림텍,192650,Dec-21,0,44614,5.35,69.29,21.02,65343271,0,37.92,241.07,1.73,12100
(주)디딤,217620,Dec-15,73,-32,,,,7450000,0,,,,2015
(주)디딤,217620,Dec-16,147,-64,0.91,12.1,82.83,7450000,0,0,0,0,1980
(주)디딤,217620,Dec-17,0,4618,4.49,70.17,36.9,35201905,0,0,0,1.22,2140
(주)디딤,217620,Dec-18,0,3824,5.74,85.23,69.81,37001905,0,41.77,38.81,1.59,2775
(주)디딤,217620,Dec-19,0,11874,2.56,218.97,13.04,37001905,0,26.63,-33.65,1.36,1960
(주)디딤,217620,Dec-20,0,-691,-30.79,1471.61,0,37001905,0,-33.85,0,0.81,2135
(주)디딤,217620,Dec-21,0,6259,-7.52,467.65,17.53,41651732,0,-20.94,0,0.87,1180
(주)디모아,16670,Dec-11,3722,5685,12.21,58.53,20.99,35508719,0,11.41,-29.76,1.61,1175
(주)디모아,16670,Dec-12,3358,-729,10.15,44.08,0,35508719,0,13.58,-9.76,1.68,1260
(주)디모아,16670,Dec-13,5040,4791,11.81,51.37,11.51,35612131,0,6.54,50.08,1.39,1420
(주)디모아,16670,Dec-14,7227,6087,13.52,38.63,28.33,39955451,0,18.01,43.37,1.31,1665
(주)디모아,16670,Dec-15,2548,15208,4.27,25.76,12.1,39713462,0,3.94,-64.74,1.22,3040
(주)디모아,16670,Dec-16,1268,-1224,2.01,20.02,0,40078058,0,-26.61,-50.24,0.85,2855
(주)디모아,16670,Dec-17,863,1419,1.27,27.25,170.93,40078058,0,4.29,-31.9,0.82,1690
(주)디모아,16670,Dec-18,538,3,0.79,22.74,0,40078058,0,-84.05,-37.64,0.13,1440
(주)디모아,16670,Dec-19,-8686,-907,-13.47,34.02,0,40078058,0,-47.88,0,0.07,1535
(주)디모아,16670,Dec-20,-48668,-480,-69.16,109.66,0,86559394,0,5.55,0,0.07,973
(주)디모아,16670,Dec-21,-2688,-1850,-3.98,17.83,0,100258024,0,179.53,0,0.2,973
(주)디바이스이엔지,187870,Dec-11,,,,,,,,,,,
(주)디바이스이엔지,187870,Dec-12,,,,,,,,,,,
(주)디바이스이엔지,187870,Dec-13,,,,,,,,,,,
(주)디바이스이엔지,187870,Dec-14,,,,,,,,,,,
(주)디바이스이엔지,187870,Dec-15,1300,6684,2.77,118.65,0,2720000,0,0,0,1.09,
(주)디바이스이엔지,187870,Dec-16,4540,22753,6.96,222.41,0,2720000,0,38.71,249.3,1.09,
(주)디바이스이엔지,187870,Dec-17,7528,-6237,9.22,63.06,0,6782000,0,62.89,65.79,1.41,10050
(주)디바이스이엔지,187870,Dec-18,13929,7429,18.05,22.63,14.78,6782000,0,-19.19,85.03,1.21,8000
(주)디바이스이엔지,187870,Dec-19,4650,23800,5.09,69.97,5.28,6782000,0,-53.6,-66.62,0.47,12300
(주)디바이스이엔지,187870,Dec-20,30395,41044,22.89,59.42,11.56,7036609,0,191.88,553.68,0.95,51700
(주)디바이스이엔지,187870,Dec-21,31290,32355,18.21,44.05,18.64,7036609,0,-0.88,2.95,0.73,30200
(주)디비아이엔씨,12030,Dec-11,-4559,12783,-0.68,176.55,0,9106316,0,167.4,0,0.77,10900
(주)디비아이엔씨,12030,Dec-12,1141,-10059,0.17,141.36,0,18212632,0,6.68,0,0.82,6210
(주)디비아이엔씨,12030,Dec-13,-32833,33325,-4.95,152.27,12.57,18212632,0,-3.62,0,0.79,4440
(주)디비아이엔씨,12030,Dec-14,-137311,41830,-27.08,226.27,4.25,18212632,0,-46.13,0,0.56,2510
(주)디비아이엔씨,12030,Dec-15,12572,-4561,3.96,66.48,0,18212632,0,-28.02,0,0.64,4955
(주)디비아이엔씨,12030,Dec-16,-20713,8573,-8.44,41.85,109.44,182126320,0,0.52,0,0.83,734
(주)디비아이엔씨,12030,Dec-17,-756,9902,-0.37,38.72,20.84,189745366,0,-2.58,0,0.98,658
(주)디비아이엔씨,12030,Dec-18,6331,-593,2.63,94.83,27.5,201173933,0,3.66,0,0.86,831
(주)디비아이엔씨,12030,Dec-19,14285,23553,4.32,60.68,6.82,201173933,0,-6.7,125.63,0.58,880
(주)디비아이엔씨,12030,Dec-20,5535,12387,1.29,44.96,11.03,201173933,0,16.53,-61.25,0.52,796
(주)디비아이엔씨,12030,Dec-21,18827,10358,3.44,34.31,16.18,201173933,0,23.8,240.11,0.51,950
(주)디스플레이테크,66670,Dec-11,5962,1808,4.89,77.64,0,17656060,0,3.44,-42.14,1.46,2315
(주)디스플레이테크,66670,Dec-12,17050,29919,10.86,105.74,5.01,17656060,0,65.17,185.98,1.87,6050
(주)디스플레이테크,66670,Dec-13,26550,-32720,10.88,165.3,0,17656060,0,82.27,55.72,2.19,8650
(주)디스플레이테크,66670,Dec-14,15701,52265,5.51,104.84,4.02,18691918,0,-19.74,-40.86,1.51,4815
(주)디스플레이테크,66670,Dec-15,14999,54869,6.46,39.3,2.38,18691918,0,-25.97,-4.47,1.37,4125
(주)디스플레이테크,66670,Dec-16,3972,-6430,2.1,24.79,0,18691918,0,-71.96,-73.52,0.47,4225
(주)디스플레이테크,66670,Dec-17,4711,8513,2.71,12.46,10.66,18691918,0,-7.26,18.59,0.48,3800
(주)디스플레이테크,66670,Dec-18,2996,30103,1.77,15.58,2.86,18691918,0,-30.74,-36.4,0.34,3890
(주)디스플레이테크,66670,Dec-19,5393,8686,3.17,12.25,9.07,18691918,0,-23.94,80.01,0.26,3740
(주)디스플레이테크,66670,Dec-20,3811,14901,2.28,10.03,5.5,18691918,0,-16.86,-29.33,0.22,3755
(주)디스플레이테크,66670,Dec-21,5417,-7437,3.02,25.83,0,18691918,0,239.06,42.13,0.68,8900
(주)디아이,3160,Dec-11,-3073,-3854,-2.1,36.29,0,31142785,0,-29.19,0,0.31,1305
(주)디아이,3160,Dec-12,-3058,-3668,-2.1,40.71,0,31381785,0,-28.07,0,0.22,3420
(주)디아이,3160,Dec-13,2510,12953,1.66,41.63,37.23,31496785,0,65.2,0,0.35,10100
(주)디아이,3160,Dec-14,2754,12552,1.8,42.68,38.84,31496785,0,63.99,9.76,0.58,6900
(주)디아이,3160,Dec-15,482,8,0.32,36.53,0,31496785,0,-33.93,-82.5,0.39,6400
(주)디아이,3160,Dec-16,-2037,-1718,-1.39,45.94,531.34,31496785,0,-10.26,0,0.36,4705
(주)디아이,3160,Dec-17,13893,729,8.96,41.73,0,31496785,0,55.81,0,0.53,5130
(주)디아이,3160,Dec-18,1969,2144,1.23,42.28,0,31496785,0,-1.06,-85.83,0.5,3495
(주)디아이,3160,Dec-19,4245,-9224,2.54,53.27,0,31496785,0,-14.55,115.58,0.41,3490
(주)디아이,3160,Dec-20,4069,4074,2.31,63.21,110.96,31496785,0,47.9,-4.15,0.58,4775
(주)디아이,3160,Dec-21,12005,-686,6.49,62.15,0,31496785,0,82.46,195.06,1,9360
(주)디아이씨,92200,Dec-11,0,1115,2.83,191.53,0,21700000,0,27.02,-38.21,0.96,7090
(주)디아이씨,92200,Dec-12,0,2867,1.32,203.72,0,21700000,0,2.71,-42.85,0.81,4390
(주)디아이씨,92200,Dec-13,0,66106,0.78,198.2,2.31,21700000,0,-2.52,-38.89,0.76,4335
(주)디아이씨,92200,Dec-14,0,4775,-0.91,215.35,0,21700000,0,-2.03,0,0.73,5240
(주)디아이씨,92200,Dec-15,0,26276,2.59,206.8,14.21,21700000,0,3.58,0,0.74,8360
(주)디아이씨,92200,Dec-16,0,16982,0.14,200.45,48.22,21700000,0,0.26,-94.26,0.7,9660
(주)디아이씨,92200,Dec-17,0,41852,-3.77,267.75,6.58,22467410,0,10.33,0,0.7,8020
(주)디아이씨,92200,Dec-18,0,39469,0.5,269.1,7.21,22467410,0,-0.35,0,0.67,6570
(주)디아이씨,92200,Dec-19,0,36551,-15.64,334.44,9.35,38888569,0,5.1,0,0.73,2070
(주)디아이씨,92200,Dec-20,0,101380,-24.57,4908.25,1.9,38888569,0,-7.73,0,0.79,2940
(주)디아이씨,92200,Dec-21,0,41850,6.65,697.66,8.62,38888569,0,16.49,0,1.06,5570
(주)디아크,78590,Dec-11,2442,998,17.28,148.63,60.06,9522382,0,47.52,0,2.57,3055
(주)디아크,78590,Dec-12,797,1175,5.02,143.7,52.95,9522382,0,-7.85,-67.38,2.11,1805
(주)디아크,78590,Dec-13,-725,1264,-4.53,155.81,18.93,9522382,0,-6.58,0,1.95,1125
(주)디아크,78590,Dec-14,676,1256,4.23,135.29,20.41,9941493,0,17.37,0,2.3,1455
(주)디아크,78590,Dec-15,1320,2894,7.42,57.54,14.97,12875270,0,7.92,95.35,2.23,2840
(주)디아크,78590,Dec-16,2494,3521,12.34,50.77,20.83,12875270,0,-1.32,88.93,1.93,2325
(주)디아크,78590,Dec-17,2598,4756,10.59,58.99,12.44,12875270,0,2.34,4.18,1.63,2070
(주)디아크,78590,Dec-18,-6992,794,-15.33,145.25,82.94,21115475,0,-5.64,0,0.83,3730
(주)디아크,78590,Dec-19,-6767,626,-10.55,168.29,99.79,55950318,0,0.02,0,0.59,1535
