회사명0,거래소코드1,회계연도2,[공통]   당기순손익(요약)(IFRS)3,[공통]   *영업에서 창출된 현금흐름(요약)(IFRS)4,[공통]총자본순이익률(IFRS)5,[공통]부채비율(IFRS)6,PCR(최고)(IFRS)7,[공통]   보통주(IFRS)8,[공통]   우선주(IFRS)9,[공통]매출액증가율(IFRS)10,[공통]순이익증가율(IFRS),[공통]총자본회전률(IFRS),종가
(주)BNK금융지주,138930,Dec-11,122570,124597,,,,193379899,0,,,,11050
(주)BNK금융지주,138930,Dec-12,80435,88935,2.36,24.19,35.54,193379899,0,0,0,0.03,13200
(주)BNK금융지주,138930,Dec-13,61140,78050,1.77,28.12,51.66,193379899,0,-9.17,-23.99,0.03,16000
(주)BNK금융지주,138930,Dec-14,356414,378639,8.86,27.84,10.75,234379899,0,284.69,482.95,0.1,14500
(주)BNK금융지주,138930,Dec-15,6371,32479,0.13,28.35,0,255935246,0,-83.81,-98.21,0.01,8420
(주)BNK금융지주,138930,Dec-16,76019,-6901,1.38,26.83,36.66,325935246,0,99.25,1093.17,0.02,8680
(주)BNK금융지주,138930,Dec-17,131203,46895,2.25,26.96,19.68,325935246,0,42.36,72.59,0.03,9420
(주)BNK금융지주,138930,Dec-18,29074,-32092,0.49,26.58,125.9,325935246,0,-45.03,-77.84,0.02,7330
(주)BNK금융지주,138930,Dec-19,91575,-87407,1.5,23.17,84.35,325935246,0,57.09,214.98,0.03,7660
(주)BNK금융지주,138930,Dec-20,250300,-18606,4.01,22.93,9.75,325935246,0,94.22,173.33,0.05,5680
(주)BNK금융지주,138930,Dec-21,206303,-41553,3.13,29.96,14.68,325935246,0,-10.1,-17.58,0.04,8400
(주)CMG제약,58820,Dec-11,-1264,-2353,-4.66,50.61,0,43693200,0,56.4,0,0.65,785
(주)CMG제약,58820,Dec-12,-6893,-1315,-16.31,80.33,0,66025540,0,-8.43,0,0.38,1330
(주)CMG제약,58820,Dec-13,335,-4783,0.59,14.1,0,86626866,0,25.02,0,0.36,932
(주)CMG제약,58820,Dec-14,172,466,0.3,18.46,199.24,86626866,0,11.96,-48.84,0.4,912
(주)CMG제약,58820,Dec-15,-3649,2273,-6.36,20.74,139.15,88297244,0,18.85,0,0.47,2110
(주)CMG제약,58820,Dec-16,1693,3237,2.02,9.76,249.93,108707244,0,21.92,0,0.39,3180
(주)CMG제약,58820,Dec-17,2835,1118,2.57,11.87,526.73,108887244,0,25.98,67.4,0.38,6240
(주)CMG제약,58820,Dec-18,6065,434,5.42,10,1074.41,108887244,0,20.05,113.94,0.45,4235
(주)CMG제약,58820,Dec-19,3051,1933,1.99,6.71,207.88,138892244,0,17.56,-49.69,0.38,4250
(주)CMG제약,58820,Dec-20,215,2542,0.11,7.85,334.93,138892244,0,9.96,-92.95,0.33,5780
(주)CMG제약,58820,Dec-21,3165,5135,1.6,7.84,167.55,138892244,0,7.78,1372.34,0.35,3835
(주)DB하이텍,990,Dec-11,-93084,95217,-7.31,305.87,13.09,42779949,143335,-9.96,0,0.42,7250
(주)DB하이텍,990,Dec-12,-48507,90101,-2.75,318.52,7.23,44367832,143335,9.28,0,0.5,6330
(주)DB하이텍,990,Dec-13,-73243,83958,-6.66,431.96,14.01,44367832,143335,-15.44,0,0.45,7530
(주)DB하이텍,990,Dec-14,-58320,122211,-5.69,636.17,8.22,44367832,143335,14.98,0,0.55,4615
(주)DB하이텍,990,Dec-15,127470,196102,12.7,262.19,5.71,44367832,143335,17.42,0,0.66,14300
(주)DB하이텍,990,Dec-16,88002,267545,8.75,176.13,3.78,44367832,143335,15.98,-30.96,0.77,15900
(주)DB하이텍,990,Dec-17,74402,205992,7.5,121.4,5.73,44367832,143335,-12.08,-15.45,0.69,12000
(주)DB하이텍,990,Dec-18,95087,224133,9.38,93.66,5.07,44398588,112579,-1.54,27.8,0.66,10850
(주)DB하이텍,990,Dec-19,121160,195804,11.32,68.82,7.99,44398588,112579,20.64,27.42,0.75,27600
(주)DB하이텍,990,Dec-20,165658,360326,14.6,48.29,7.5,44398588,112579,15.92,36.73,0.83,51000
(주)DB하이텍,990,Dec-21,316920,474589,23.24,39.99,9.01,44398588,112579,29.78,91.31,0.89,72700
(주)ES큐브,50120,Dec-11,-2933,1194,-6.3,15.56,41.9,23243905,0,20.38,0,0.9,2120
(주)ES큐브,50120,Dec-12,517,4287,1.15,12.02,30.39,23393158,0,5.94,0,0.98,3430
(주)ES큐브,50120,Dec-13,-14749,4208,-32,8.69,26.91,36493326,0,3.72,0,0.99,1540
(주)ES큐브,50120,Dec-14,-2412,2313,-5.22,8.95,27.05,36493326,0,-18.84,0,0.8,1395
(주)ES큐브,50120,Dec-15,3610,2937,7.85,5.02,28.44,36493326,0,-0.81,0,0.8,1605
(주)ES큐브,50120,Dec-16,17469,3550,23.05,49.59,28.71,41621527,0,-5.61,383.86,0.46,1705
(주)ES큐브,50120,Dec-17,1219,4417,1.16,46.85,51.12,83243054,0,6.57,-93.02,0.35,1030
(주)ES큐브,50120,Dec-18,-3836,460,-3.6,63.08,1520.58,83243054,0,-15.62,0,0.29,668
(주)ES큐브,50120,Dec-19,-12739,3015,-10.42,152.04,59.25,83088255,0,-8.88,0,0.23,852
(주)ES큐브,50120,Dec-20,-29081,1096,-26.67,12.4,0,135640864,0,6.19,0,0.28,558
(주)ES큐브,50120,Dec-21,5695,3240,7.2,16.65,32.75,13564086,0,35.69,0,0.52,4960
(주)HJ중공업,97230,Dec-11,-116272,-153848,-1.91,212.4,0,48288465,0,-15.3,0,0.38,18550
(주)HJ중공업,97230,Dec-12,13082,-75490,0.22,218.65,0,48288465,0,-14.48,0,0.34,12500
(주)HJ중공업,97230,Dec-13,-212716,-99364,-3.61,223.6,0,69288465,0,-2.7,0,0.33,12050
(주)HJ중공업,97230,Dec-14,-225739,46638,-3.99,210.45,0,102288465,0,-6.66,0,0.32,4445
(주)HJ중공업,97230,Dec-15,-260118,238363,-5.15,236.72,6.86,102288465,0,13.47,0,0.4,3900
(주)HJ중공업,97230,Dec-16,-334429,162345,-7.81,333.73,6.28,106052508,0,-5.52,0,0.45,3365
(주)HJ중공업,97230,Dec-17,-299028,431985,-8.27,487.9,1.5,106052508,0,-9.91,0,0.48,3310
(주)HJ중공업,97230,Dec-18,-963474,272843,-33.8,0,2.34,106052508,0,0.78,0,0.61,1655
(주)HJ중공업,97230,Dec-19,-73654,186473,-3.03,897.14,6.32,83274281,0,-8.08,0,0.66,4985
(주)HJ중공업,97230,Dec-20,76553,281651,3.29,583.21,3.38,83274281,0,5.29,0,0.73,7320
(주)HJ중공업,97230,Dec-21,-139995,-85085,-6.13,450.92,0,83274281,0,0.66,0,0.75,8040
(주)JB금융지주,175330,Dec-13,10416,-950,,,,66824362,0,,,,6360
(주)JB금융지주,175330,Dec-14,14985,-7058,0.92,28.34,55.2,126503947,0,0,0,0.02,6090
(주)JB금융지주,175330,Dec-15,28483,-2422,1.67,24.38,36.63,155439423,0,62.91,90.08,0.03,5500
(주)JB금융지주,175330,Dec-16,37152,-29212,2,30.51,117.94,155439423,0,20,30.44,0.03,5780
(주)JB금융지주,175330,Dec-17,60947,30086,3.15,31.92,11.52,155439423,0,49.22,64.05,0.05,6070
(주)JB금융지주,175330,Dec-18,64413,-10145,2.99,23.27,17.16,196982894,0,9.72,5.69,0.05,5700
(주)JB금융지주,175330,Dec-19,80307,-170131,3.31,26.88,0,196982894,0,14.76,24.68,0.05,5490
(주)JB금융지주,175330,Dec-20,143723,91541,5.39,37.84,5,196982894,0,57.09,78.97,0.07,5640
(주)JB금융지주,175330,Dec-21,129001,49250,4.59,34.39,9.28,196982894,0,-5.56,-10.24,0.06,8350
(주)KB금융지주,105560,Dec-11,-63678,-68061,-0.34,4.48,0,386351693,0,-79.46,0,0,36300
(주)KB금융지주,105560,Dec-12,646235,662904,3.5,1.69,26.23,386351693,0,2470.25,0,0.04,37900
(주)KB금융지주,105560,Dec-13,195826,236098,1.06,3.41,72.41,386351693,0,-58.8,-69.7,0.02,42250
(주)KB금융지주,105560,Dec-14,432951,146397,2.29,5.05,114.54,386351693,0,78.71,121.09,0.03,36150
(주)KB금융지주,105560,Dec-15,243425,547869,1.24,9.81,30.18,386351693,0,-37.32,-43.78,0.02,33150
(주)KB금융지주,105560,Dec-16,590132,595720,2.72,22.86,28.99,418111537,0,121.01,142.43,0.03,42800
(주)KB금융지주,105560,Dec-17,553425,570143,2.28,31.25,46.93,418111537,0,2.72,-6.22,0.03,63400
(주)KB금융지주,105560,Dec-18,925905,924662,3.65,34.35,31.29,418111537,0,53.39,67.3,0.04,46500
(주)KB금융지주,105560,Dec-19,745987,745713,2.93,32.14,28.48,415807920,0,-14.59,-19.43,0.04,47650
(주)KB금융지주,105560,Dec-20,1379415,1389345,5.16,33.94,14.58,415807920,0,67.75,84.91,0.06,43400
(주)KB금융지주,105560,Dec-21,1438866,1346081,5.05,28.24,18.47,415807920,0,3.53,4.31,0.06,55000
(주)MH에탄올,23150,Dec-11,3352,8009,2.54,142.03,6.71,7000000,0,-0.23,-26.85,0.33,2730
(주)MH에탄올,23150,Dec-12,2572,5144,1.87,137.09,15.03,7000000,0,5.28,-23.28,0.33,2765
(주)MH에탄올,23150,Dec-13,-11627,9121,-8.89,160.02,5.15,7000000,0,1.78,0,0.35,2990
(주)MH에탄올,23150,Dec-14,4618,8266,4.45,62.36,16.12,7378526,0,5.8,0,0.47,7440
(주)MH에탄올,23150,Dec-15,7745,13766,9.45,36.69,9.28,7378526,0,2.86,67.7,0.61,8760
(주)MH에탄올,23150,Dec-16,8135,12479,10.79,13.86,5.28,7378526,0,-2.96,5.04,0.65,7900
(주)MH에탄올,23150,Dec-17,5903,10741,6.58,66.06,5.7,7378526,0,-1.28,-27.43,0.54,6340
(주)MH에탄올,23150,Dec-18,6553,10023,6.04,60.15,7.67,7378526,0,-2.75,11.02,0.43,5890
(주)MH에탄올,23150,Dec-19,-5005,8972,-4.75,69.91,8.03,7378526,0,0.1,0,0.45,6140
(주)MH에탄올,23150,Dec-20,1156,9669,1.16,69.27,13.28,7378526,0,9.12,0,0.52,8410
(주)MH에탄올,23150,Dec-21,4939,3929,5.03,70.07,70.86,7378526,0,-10.5,327.07,0.47,10200
(주)SH에너지화학,2360,Dec-11,3164,8768,3.21,58.74,6.63,111133730,346220,14.9,0,1.76,316
(주)SH에너지화학,2360,Dec-12,1080,1780,1.05,57.95,481.86,111133730,6220,11.09,-65.88,1.87,991
(주)SH에너지화학,2360,Dec-13,4842,8329,4.56,57.61,20.67,111133730,6220,19.74,348.43,2.16,724
(주)SH에너지화학,2360,Dec-14,15570,25687,14.21,30.81,9.73,111133730,6220,-1.22,221.57,2.07,1710
(주)SH에너지화학,2360,Dec-15,12639,29045,11.33,25.69,11.36,111133730,6220,-5.77,-18.82,1.92,1440
(주)SH에너지화학,2360,Dec-16,17574,17596,14.83,19.28,20.82,111133730,6220,0.23,39.04,1.81,1575
(주)SH에너지화학,2360,Dec-17,8905,21703,7.23,16.59,12.48,111133730,6220,-13.86,-49.33,1.5,1405
(주)SH에너지화학,2360,Dec-18,2767,6011,2.27,16.17,48.38,111133730,6220,-2.12,-68.93,1.48,1100
(주)SH에너지화학,2360,Dec-19,-3152,14197,-2.6,24.38,11.61,111133730,6220,-23.56,0,1.14,1020
(주)SH에너지화학,2360,Dec-20,-7219,3351,-6.07,29.79,51.03,111133730,6220,-33.88,0,0.77,835
(주)SH에너지화학,2360,Dec-21,753,-2374,0.64,29.78,0,111133730,6220,52.47,0,1.19,973
(주)SIMPAC,9160,Dec-11,21196,23029,7.61,90.56,12.88,29084925,0,18.43,42.4,0.77,4930
(주)SIMPAC,9160,Dec-12,22517,18230,7.45,72.84,18.3,29084925,0,4.67,6.23,0.74,7620
(주)SIMPAC,9160,Dec-13,19196,17848,5.84,76.77,19,29084925,0,-8.63,-14.75,0.62,6960
(주)SIMPAC,9160,Dec-14,10219,33267,3.01,61.51,7.64,29084925,0,11.23,-46.77,0.67,5120
(주)SIMPAC,9160,Dec-15,19449,16985,5.57,67.82,22.18,29084925,0,-6.3,90.33,0.61,5600
(주)SIMPAC,9160,Dec-16,16445,34038,4.47,59.96,5.67,29084925,0,1.26,-15.45,0.59,4740
(주)SIMPAC,9160,Dec-17,7134,-7919,2.01,53.28,0,29084925,0,-5.88,-56.62,0.57,4130
(주)SIMPAC,9160,Dec-18,62381,40606,12.84,52.83,4.19,65429516,0,32.35,774.43,0.55,2440
(주)SIMPAC,9160,Dec-19,11507,46158,1.86,45.2,5.89,65429516,0,45.79,-81.55,0.63,2945
(주)SIMPAC,9160,Dec-20,26302,3513,4.16,51.22,451.62,65429516,0,-30.58,128.57,0.43,2470
(주)SIMPAC,9160,Dec-21,65314,40089,8.99,62.24,14.08,65429516,0,80.4,148.33,0.68,6410
(주)SNT에너지,100840,Dec-11,-4156,-17137,-1.57,72.18,0,7084612,0,-8.7,0,0.74,17600
(주)SNT에너지,100840,Dec-12,9088,26916,3.19,59.73,6.5,7084612,0,18.12,0,0.81,16400
(주)SNT에너지,100840,Dec-13,16190,20869,5.36,57.28,7.27,7084612,0,-12.98,78.15,0.66,16700
(주)SNT에너지,100840,Dec-14,11264,-20375,3.66,46.6,0,7084612,0,20.92,-30.42,0.79,15350
(주)SNT에너지,100840,Dec-15,27030,6769,8.71,36.64,105.23,7084612,0,7.15,139.96,0.84,29750
(주)SNT에너지,100840,Dec-16,1660,44765,0.5,51.45,6.02,7084612,0,-2.31,-93.86,0.77,19200
(주)SNT에너지,100840,Dec-17,4582,-1350,1.41,28.42,0,7084612,0,-27.55,176.05,0.57,16100
(주)SNT에너지,100840,Dec-18,1825,12081,0.63,21.5,8.67,7297150,0,-24.21,-60.16,0.48,11050
(주)SNT에너지,100840,Dec-19,14579,-40481,4.76,34.96,0,7506711,0,45.38,698.64,0.66,19800
(주)SNT에너지,100840,Dec-20,9407,69607,2.84,40.37,2.25,7506711,0,13.4,-35.47,0.69,15650
(주)SNT에너지,100840,Dec-21,12938,33148,3.96,31.22,7.6,7506711,0,-28.06,37.53,0.51,18550
(주)SNT홀딩스,36530,Dec-11,5766,764,1.47,0.07,25.93,14923423,0,9.15,20.71,0.01,12600
(주)SNT홀딩스,36530,Dec-12,9011,222,2.32,0.09,24.61,14923423,0,286.13,56.27,0.02,9730
(주)SNT홀딩스,36530,Dec-13,8018,371,2.04,0.12,37.92,14923423,0,1.24,-11.02,0.02,16250
(주)SNT홀딩스,36530,Dec-14,6892,430,1.73,0.1,47.73,14923423,0,-12.74,-14.05,0.02,19600
(주)SNT홀딩스,36530,Dec-15,27766,479,6.69,2.05,61.71,15370076,0,10.04,302.89,0.02,29350
(주)SNT홀딩스,36530,Dec-16,6923,286,1.61,0.07,640.17,15830105,0,15.85,-75.07,0.02,15850
(주)SNT홀딩스,36530,Dec-17,4172,73,0.98,0.07,47.1,15830105,0,-24.45,-39.73,0.02,15750
(주)SNT홀딩스,36530,Dec-18,6218,-57,1.47,0.05,38.86,16303886,0,-1.7,49.03,0.02,13000
(주)SNT홀딩스,36530,Dec-19,9244,-47,2.2,0.06,26.64,16303886,0,51.07,48.67,0.03,15450
(주)SNT홀딩스,36530,Dec-20,22951,-68,5.46,0.07,11.95,16303886,0,129.76,148.28,0.06,14900
(주)SNT홀딩스,36530,Dec-21,16540,455,3.89,0.16,23.29,16303886,0,-25.34,-27.93,0.04,17600
(주)STX,11810,Dec-11,84657,-141374,2.76,183.54,0,59941398,1642,30.76,843.67,1.36,11550
(주)STX,11810,Dec-12,-23863,121994,-0.73,187.21,6.51,60392518,1642,-1.36,0,1.26,8400
(주)STX,11810,Dec-13,-1646014,59987,-76.32,0,6.13,61476598,1642,-53.97,0,0.88,2580
(주)STX,11810,Dec-14,334488,-92056,31.01,1850,0,29845260,9,-31.86,0,1.2,375
(주)STX,11810,Dec-15,-53449,17609,-5.02,1362.39,7.19,29879710,9,5.48,0,1.28,3435
(주)STX,11810,Dec-16,-456150,15081,-54.14,0,4.4,47331670,9,7.59,0,1.74,1660
(주)STX,11810,Dec-17,336179,92731,58.56,1063.93,40.4,17862430,1271000,8.87,0,2.78,23850
(주)STX,11810,Dec-18,5024,-51739,1.04,618.11,0,19726902,0,-16.65,-98.51,2.75,11750
(주)STX,11810,Dec-19,-37142,12258,-8.17,814.2,30.55,19726902,0,-6.92,0,2.72,8010
(주)STX,11810,Dec-20,-16578,65854,-4.02,1303.36,2.57,19726902,0,-36.31,0,1.91,5600
(주)STX,11810,Dec-21,-16136,-7160,-4.29,547.76,0,28621454,0,-17.84,0,1.72,4100
(주)TCC스틸,2710,Dec-11,6829,4552,1.76,98.3,0,16000000,0,10.88,-50.1,1.18,5140
(주)TCC스틸,2710,Dec-12,4206,19759,0.99,109.12,9.16,17000000,0,-3.58,-38.4,1.04,4615
(주)TCC스틸,2710,Dec-13,392,26507,0.09,111.44,3.96,18000000,0,-4.79,-90.69,0.95,3480
(주)TCC스틸,2710,Dec-14,1023,19247,0.23,119.57,5.42,19000000,0,-4.33,161.02,0.89,2650
(주)TCC스틸,2710,Dec-15,-140083,42409,-35.38,331.91,2,22342500,0,-12.77,0,0.88,2180
(주)TCC스틸,2710,Dec-16,15468,-28854,5.32,170.86,0,22342500,0,-9.38,0,1.09,2465
(주)TCC스틸,2710,Dec-17,-2329,2016,-0.93,177.7,0,22342500,0,5.21,0,1.34,1890
(주)TCC스틸,2710,Dec-18,7565,16942,2.93,172.63,4.33,22342500,0,5.26,0,1.36,2000
(주)TCC스틸,2710,Dec-19,1996,9908,0.74,177.19,0,22342500,0,-3.41,-73.61,1.26,2720
(주)TCC스틸,2710,Dec-20,-3176,4384,-1.2,165.86,0,23000000,0,-4.69,0,1.22,5290
(주)TCC스틸,2710,Dec-21,28951,11173,10.15,142.17,38.63,23500000,0,26.1,0,1.43,9680
(주)가비아,79940,Dec-11,3262,6751,9.1,53.49,7.86,12735684,0,29.64,5.39,0.94,3950
(주)가비아,79940,Dec-12,5738,6392,12.88,66.2,11.92,13335684,0,13.88,75.88,0.86,4035
(주)가비아,79940,Dec-13,3787,6808,7.29,49.76,14.31,13335684,0,5.26,-34,0.78,4790
(주)가비아,79940,Dec-14,3077,8317,5.69,46.76,12.24,13535684,0,8.39,-18.75,0.81,6420
(주)가비아,79940,Dec-15,4288,9371,7.55,35.76,10.19,13535684,0,10.34,39.37,0.85,7130
(주)가비아,79940,Dec-16,3544,9520,5.97,34.68,12.17,13535684,0,2.03,-17.36,0.83,5840
(주)가비아,79940,Dec-17,2494,8497,3.95,36.35,11.07,13535684,0,5.94,-29.64,0.83,5870
(주)가비아,79940,Dec-18,2763,8989,4.11,39.1,14.59,13535684,0,5.41,10.79,0.82,6360
(주)가비아,79940,Dec-19,4655,12903,6.11,53.4,10.99,13535684,0,5.54,68.48,0.77,8280
(주)가비아,79940,Dec-20,4758,16319,5.26,68.07,15.94,13535684,0,10.03,2.22,0.71,13150
(주)가비아,79940,Dec-21,4413,14258,4.29,68.64,19.92,13535684,0,12.13,-7.25,0.7,13500
(주)강스템바이오텍,217730,Dec-13,,,,,,,,,,,
(주)강스템바이오텍,217730,Dec-14,,,,,,,,,,,
(주)강스템바이오텍,217730,Dec-15,0,-3832,-23.03,17.64,0,13817150,0,0,0,0.06,10900
(주)강스템바이오텍,217730,Dec-16,-8300,-8008,-22.92,106.48,0,14213650,0,-43.23,0,0.02,10800
(주)강스템바이오텍,217730,Dec-17,-10856,-10457,-23.61,80.43,0,16251712,0,540.04,0,0.12,12500
(주)강스템바이오텍,217730,Dec-18,-13316,-10726,-24.39,38.04,0,20824937,0,-81.44,0,0.02,21800
(주)강스템바이오텍,217730,Dec-19,-25002,-11111,-30.34,39.21,0,20849437,3239934,-71.82,0,0,8140
(주)강스템바이오텍,217730,Dec-20,-19492,-16236,-23.38,32.41,0,24836666,539992,4.72,0,0,7910
(주)강스템바이오텍,217730,Dec-21,-20437,-16660,-25.82,28.57,0,37937925,67499,1171.84,0,0.05,3270
(주)강원랜드,35250,Dec-11,393401,513735,14.72,19.84,15.89,213940500,0,-3.79,-9.45,0.47,27200
(주)강원랜드,35250,Dec-12,296504,546265,10.5,22.33,14.89,213940500,0,2.31,-24.63,0.46,29250
(주)강원랜드,35250,Dec-13,293129,518260,9.74,23.04,18.32,213940500,0,4.95,-1.14,0.45,30950
(주)강원랜드,35250,Dec-14,363816,629176,11.22,24.46,15.24,213940500,0,9.98,24.11,0.46,30400
(주)강원랜드,35250,Dec-15,430460,693209,12.18,23.04,16.88,213940500,0,9.29,18.32,0.46,38400
(주)강원랜드,35250,Dec-16,454999,711765,11.87,22.23,15.88,213940500,0,3.9,5.7,0.44,35750
(주)강원랜드,35250,Dec-17,437096,566995,10.72,19.47,18.16,213940500,0,-5.41,-3.93,0.39,34800
(주)강원랜드,35250,Dec-18,297320,455579,7.07,17.93,20.02,213940500,0,-10.41,-31.98,0.34,32000
(주)강원랜드,35250,Dec-19,335610,462808,7.75,19.31,18.07,213940500,0,5.68,12.88,0.35,29600
(주)강원랜드,35250,Dec-20,-278763,-609455,-6.91,12.06,0,213940500,0,-68.54,0,0.12,23500
(주)강원랜드,35250,Dec-21,-11911,196042,-0.32,17.49,29.49,213940500,0,64.9,0,0.21,24050
(주)강원에너지,114190,Nov-11,5755,15084,13.97,119.24,1.91,5300000,0,64.02,235.2,1.22,4530
(주)강원에너지,114190,Dec-12,8975,-47,10.05,147.2,0,10600000,2066826,0,0,1.19,4405
(주)강원에너지,114190,Dec-13,3922,19256,4.85,57.9,3.33,12666826,0,-52.42,-56.3,0.63,2205
(주)강원에너지,114190,Dec-14,1123,-14066,1.61,32.89,0,14390962,0,1.62,-71.36,0.74,2105
(주)강원에너지,114190,Dec-15,886,18639,1.2,47.48,4.27,15253030,0,-5.11,-21.14,0.66,2870
(주)강원에너지,114190,Dec-16,-762,-16474,-1,31.82,0,15253030,0,-9.02,0,0.59,2740
(주)강원에너지,114190,Dec-17,-6291,-4601,-7.93,86.31,0,15253030,0,86.99,0,1.05,2490
(주)강원에너지,114190,Dec-18,1978,-10048,2.23,81.83,0,15366896,0,3.36,0,0.97,2740
(주)강원에너지,114190,Dec-19,-33461,7036,-46.24,140.6,11.96,17443674,0,-50.47,0,0.59,3810
(주)강원에너지,114190,Dec-20,-14039,-4256,-31.87,91.72,0,18154911,0,-9.88,0,0.87,2500
(주)강원에너지,114190,Dec-21,5796,-4435,15.55,45.27,0,26123038,0,15.17,0,1.19,2500
(주)갤럭시아에스엠,11420,Dec-11,3001,3699,7.84,65.9,16.63,19622424,0,-25.23,128.39,0.83,1715
(주)갤럭시아에스엠,11420,Dec-12,224,2628,0.55,59.7,23.05,19622424,0,17.12,-92.54,0.92,1600
(주)갤럭시아에스엠,11420,Dec-13,-1420,-749,-3.82,52,0,19622424,0,-17.37,0,0.83,1880
(주)갤럭시아에스엠,11420,Dec-14,-931,-1897,-2.49,73.18,0,19622424,0,6.87,0,0.88,1680
(주)갤럭시아에스엠,11420,Dec-15,2576,3423,4.78,32.63,35.22,27549644,0,62.85,0,1,3455
(주)갤럭시아에스엠,11420,Dec-16,-1563,-1915,-2.54,24.48,0,27549644,0,-15.1,0,0.74,2125
(주)갤럭시아에스엠,11420,Dec-17,-5900,-7239,-11.26,20.9,0,27549644,0,-19.16,0,0.7,2935
(주)갤럭시아에스엠,11420,Dec-18,-15678,-2659,-38.1,24.41,0,27549644,0,-40.33,0,0.54,1660
(주)갤럭시아에스엠,11420,Dec-19,-1375,697,-4.47,29.56,120.21,27549644,0,30.42,0,0.93,1485
(주)갤럭시아에스엠,11420,Dec-20,984,3076,3.46,37.82,21.89,27549644,0,-32,0,0.69,1430
(주)갤럭시아에스엠,11420,Dec-21,3682,1626,10.6,23.75,64.52,27549644,0,47.9,274.19,0.83,3055
(주)경농,2100,Dec-11,3154,16691,1.68,21.04,6.52,21691750,0,-15.6,-66.75,0.64,3005
(주)경농,2100,Dec-12,6590,16396,3.47,34.3,6.54,21691750,0,8.53,108.93,0.69,3195
(주)경농,2100,Dec-13,13752,21198,6.57,32.14,5.56,21691750,0,6.27,108.68,0.67,3545
(주)경농,2100,Dec-14,9272,21832,4.16,36.61,10,21691750,0,-3.18,-32.58,0.6,4670
(주)경농,2100,Dec-15,6489,-5228,2.62,53.19,0,21691750,0,2.08,-30.01,0.55,5090
(주)경농,2100,Dec-16,5771,12428,2.17,50.87,20.16,21691750,0,4.07,-11.06,0.54,5800
(주)경농,2100,Dec-17,11539,18188,4.31,47.01,10.23,21691750,0,-0.02,99.95,0.53,6010
(주)경농,2100,Dec-18,9614,10388,3.47,52.37,75.99,21691750,0,2.12,-16.69,0.53,10800
(주)경농,2100,Dec-19,7062,13272,2.43,55.69,120.26,21691750,0,3.51,-26.54,0.52,11350
(주)경농,2100,Dec-20,10460,12726,3.51,51.62,50.32,21691750,0,9.46,48.11,0.56,12000
(주)경농,2100,Dec-21,24475,27773,8,46.13,17.94,19522575,0,5.5,134,0.57,12250
(주)경동나비엔,9450,Dec-11,9445,13850,4.43,56.61,34.95,12739510,0,14.37,58.65,1.49,6000
(주)경동나비엔,9450,Dec-12,9215,24736,3.85,67.3,7.46,12739510,0,7.25,-2.44,1.43,11700
(주)경동나비엔,9450,Dec-13,9252,24237,3.33,86.68,13.24,12739510,0,8.87,0.4,1.34,17450
(주)경동나비엔,9450,Dec-14,9082,-19183,2.87,97.1,0,12739510,0,2.9,-1.83,1.21,29000
(주)경동나비엔,9450,Dec-15,19321,41791,5.89,75.4,14.7,12739510,0,17.24,112.73,1.37,31250
(주)경동나비엔,9450,Dec-16,28636,64276,8.52,65.39,15.17,12739510,0,12.89,48.21,1.51,43050
(주)경동나비엔,9450,Dec-17,16291,22334,4.41,76.28,52.17,12739510,0,12.59,-43.11,1.54,51300
(주)경동나비엔,9450,Dec-18,22818,-3272,5.49,83.28,0,12739510,0,8.47,40.06,1.49,41550
(주)경동나비엔,9450,Dec-19,20474,52745,4.54,81.34,20.77,12739510,0,6.04,-10.27,1.45,46600
(주)경동나비엔,9450,Dec-20,18888,72288,3.79,90.27,14.47,13604730,0,13.87,-7.75,1.5,52100
(주)경동나비엔,9450,Dec-21,62279,78288,10.35,84.94,15.76,14568592,0,27.44,229.72,1.58,54900
(주)경동도시가스,267290,Dec-17,17679,19356,,,,4717063,0,,,,36250
(주)경동도시가스,267290,Dec-18,33981,126687,4.38,143.41,2.07,4717063,0,0,0,2.07,33200
(주)경동도시가스,267290,Dec-19,24355,45959,3.2,121.34,6.95,5895406,0,-11.45,-28.33,1.87,21250
(주)경동도시가스,267290,Dec-20,18814,5990,2.6,96.46,0,5895406,0,-23.62,-22.75,1.5,18600
(주)경동도시가스,267290,Dec-21,22198,150311,2.78,141.35,1.19,5895406,0,34.1,17.99,1.82,22600
(주)경동인베스트,12320,Dec-11,50053,95130,5.9,127.94,2.24,3484800,0,40.11,20.57,2.13,54000
(주)경동인베스트,12320,Dec-12,56918,161804,5.4,149.17,1.82,3484800,0,33.09,13.71,2.28,75700
(주)경동인베스트,12320,Dec-13,46254,56304,3.97,124.72,6.29,3484800,0,10.83,-18.74,2.29,98100
(주)경동인베스트,12320,Dec-14,44839,14467,3.96,96.34,28.21,3484800,0,-9.93,-3.06,2.12,111000
(주)경동인베스트,12320,Dec-15,-6096,-23296,-0.6,68.89,0,3484800,0,-43.63,0,1.33,89200
(주)경동인베스트,12320,Dec-16,16357,32505,1.79,62.48,9.63,3484800,0,-24.51,0,1.12,76700
(주)경동인베스트,12320,Dec-17,7248,54769,1.19,2.66,4.54,2365023,0,-99.94,-55.68,0,42750
(주)경동인베스트,12320,Dec-18,1575,-1497,0.49,2.69,103.98,2365023,0,1118.23,-78.27,0.02,37250
